symbol,timestamp,open,high,low,close,volume,trade_index
SPY,2025-11-17T09:35:00Z,671.14,672.645,671.08,672.62,1475567,344
SPY,2025-11-17T09:40:00Z,672.61,672.67,671.67,671.985,1214423,345
SPY,2025-11-17T09:45:00Z,671.99,673.13,671.84,672.78,1022143,346
SPY,2025-11-17T09:50:00Z,672.8,673.67,672.8,673.5,1033790,347
SPY,2025-11-17T09:55:00Z,673.5,673.71,672.57,672.76,927656,348
SPY,2025-11-17T10:00:00Z,672.76,673.15,671.39,671.56,929254,349
SPY,2025-11-17T10:05:00Z,671.55,672.25,670.47,670.875,1131288,350
SPY,2025-11-17T10:10:00Z,670.89,672.025,670.82,671.74,877435,351
SPY,2025-11-17T10:15:00Z,671.74,672.13,670.6,670.7626,798713,352
SPY,2025-11-17T10:20:00Z,670.76,671.85,670.55,671.33,781718,353
SPY,2025-11-17T10:25:00Z,671.33,672.32,670.83,672.06,720061,354
SPY,2025-11-17T10:30:00Z,672.04,672.37,670.43,670.98,786352,355
SPY,2025-11-17T10:35:00Z,670.97,672.0464,670.5,670.59,818805,356
SPY,2025-11-17T10:40:00Z,670.59,671.71,670.14,671.7,1104919,357
SPY,2025-11-17T10:45:00Z,671.69,672.09,670.87,671.145,760095,358
SPY,2025-11-17T10:50:00Z,671.18,671.46,670.62,671.16,629849,359
SPY,2025-11-17T10:55:00Z,671.16,671.48,670.33,670.705,1311870,360
SPY,2025-11-17T11:00:00Z,670.71,670.98,669.76,670.27,964540,361
SPY,2025-11-17T11:05:00Z,670.28,670.35,668.9,669.235,994806,362
SPY,2025-11-17T11:10:00Z,669.23,669.57,668.525,668.67,1185556,363
SPY,2025-11-17T11:15:00Z,668.67,668.67,667.77,668.095,1202987,364
SPY,2025-11-17T11:20:00Z,668.1,668.7365,667.815,668.61,1104221,365
SPY,2025-11-17T11:25:00Z,668.6,670.53,668.3,670.475,995278,366
SPY,2025-11-17T11:30:00Z,670.48,671.27,670.372,670.84,1257997,367
SPY,2025-11-17T11:35:00Z,670.85,671.37,670.47,671.25,653790,368
SPY,2025-11-17T11:40:00Z,671.24,672.08,671.19,671.72,750926,369
SPY,2025-11-17T11:45:00Z,671.73,672.29,671.56,672.1,555252,370
SPY,2025-11-17T11:50:00Z,672.09,672.72,672.09,672.52,522661,371
SPY,2025-11-17T11:55:00Z,672.5,672.98,671.995,672.95,573789,372
SPY,2025-11-17T12:00:00Z,672.94,673,672.405,672.5282,435389,373
SPY,2025-11-17T12:05:00Z,672.53,672.72,672.1,672.59,398026,374
SPY,2025-11-17T12:10:00Z,672.59,672.655,671.975,672.42,364153,375
SPY,2025-11-17T12:15:00Z,672.43,672.55,671.705,672.12,399215,376
SPY,2025-11-17T12:20:00Z,672.1,672.45,671.81,672.21,438136,377
SPY,2025-11-17T12:25:00Z,672.23,672.345,671.8,672.3101,380016,378
SPY,2025-11-17T12:30:00Z,672.33,672.51,671.865,672.335,452456,379
SPY,2025-11-17T12:35:00Z,672.33,672.59,671.37,671.52,471804,380
SPY,2025-11-17T12:40:00Z,671.5255,671.53,670.84,670.92,649607,381
SPY,2025-11-17T12:45:00Z,670.92,670.97,670.09,670.77,859847,382
SPY,2025-11-17T12:50:00Z,670.78,670.87,669.65,669.73,624972,383
SPY,2025-11-17T12:55:00Z,669.72,669.89,669.15,669.22,543743,384
SPY,2025-11-17T13:00:00Z,669.24,669.28,668.35,668.56,902984,385
SPY,2025-11-17T13:05:00Z,668.56,669.008,668.22,668.57,613985,386
SPY,2025-11-17T13:10:00Z,668.57,669.48,668.44,668.9955,799701,387
SPY,2025-11-17T13:15:00Z,669,669.33,668.52,669.09,463299,388
SPY,2025-11-17T13:20:00Z,669.09,669.43,668.61,668.78,410965,389
SPY,2025-11-17T13:25:00Z,668.76,669,668.46,668.71,330497,390
SPY,2025-11-17T13:30:00Z,668.7,668.74,668.15,668.4,553960,391
SPY,2025-11-17T13:35:00Z,668.39,668.74,668.19,668.43,448160,392
SPY,2025-11-17T13:40:00Z,668.44,668.89,668.045,668.83,474970,393
SPY,2025-11-17T13:45:00Z,668.81,669.91,668.79,669.12,825981,394
SPY,2025-11-17T13:50:00Z,669.12,669.495,668.105,668.1348,565538,395
SPY,2025-11-17T13:55:00Z,668.14,668.14,666.5,666.56,1314286,396
SPY,2025-11-17T14:00:00Z,666.57,666.9,665.6,666.155,1342265,397
SPY,2025-11-17T14:05:00Z,666.15,666.62,665.77,666.41,1235123,398
SPY,2025-11-17T14:10:00Z,666.4,666.73,665.81,665.97,1084815,399
SPY,2025-11-17T14:15:00Z,665.98,666.16,665.46,665.73,973063,400
SPY,2025-11-17T14:20:00Z,665.75,665.95,665.51,665.74,740158,401
SPY,2025-11-17T14:25:00Z,665.73,665.9,664.97,665.8395,1042529,402
SPY,2025-11-17T14:30:00Z,665.83,666.1415,664.66,664.9313,1042999,403
SPY,2025-11-17T14:35:00Z,664.92,665.3,663.9905,664.03,1167830,404
SPY,2025-11-17T14:40:00Z,664.03,664.64,663.73,664.56,1392940,405
SPY,2025-11-17T14:45:00Z,664.52,664.61,663.51,664.13,1022043,406
SPY,2025-11-17T14:50:00Z,664.12,664.415,663.75,663.85,932329,407
SPY,2025-11-17T14:55:00Z,663.87,663.925,662.73,662.79,1393783,408
SPY,2025-11-17T15:00:00Z,662.77,662.92,662.17,662.69,1538480,409
SPY,2025-11-17T15:05:00Z,662.68,663.37,662.58,662.8998,1301341,410
SPY,2025-11-17T15:10:00Z,662.87,663.65,662.7045,662.755,1402304,411
SPY,2025-11-17T15:15:00Z,662.77,663.9856,662.56,663.11,1388673,412
SPY,2025-11-17T15:20:00Z,663.11,663.84,662.95,663.655,1139409,413
SPY,2025-11-17T15:25:00Z,663.66,664.05,663.405,663.76,1424022,414
SPY,2025-11-17T15:30:00Z,663.77,664.27,663.095,663.31,1403227,415
SPY,2025-11-17T15:35:00Z,663.31,664.19,663.18,663.35,1261186,416
SPY,2025-11-17T15:40:00Z,663.34,664.055,663.14,664.035,1311489,417
SPY,2025-11-17T15:45:00Z,664.03,665.04,663.9601,664.89,2381763,418
SPY,2025-11-17T15:50:00Z,664.91,665.62,664.4,664.73,2757589,419
SPY,2025-11-17T15:55:00Z,664.73,665.78,664.67,665.69,5375737,420
SPY,2025-11-17T16:00:00Z,665.68,671.93,665.59,665.83,3798420,421
SPY,2025-11-17T16:05:00Z,665.84,666.07,665.5674,666.0195,582569,422
SPY,2025-11-17T16:10:00Z,665.67,666.38,665.5671,666.29,5482644,423
SPY,2025-11-17T16:15:00Z,666.33,666.3497,665.5662,666.2402,605891,424
SPY,2025-11-17T16:20:00Z,666.27,666.32,665.546,666.2,230573,425
SPY,2025-11-17T16:25:00Z,666.19,666.19,665.67,666.015,327612,426
SPY,2025-11-17T16:30:00Z,665.96,666.08,665.84,665.97,44178,427
SPY,2025-11-17T16:35:00Z,665.9492,665.9492,665.57,665.665,73195,428
SPY,2025-11-17T16:40:00Z,665.67,665.76,665.51,665.74,31093,429
SPY,2025-11-17T16:45:00Z,665.72,666.08,665.72,665.92,30679,430
SPY,2025-11-17T16:50:00Z,665.9,666.01,665.8,666.01,19125,431
SPY,2025-11-17T16:55:00Z,666.01,666.1,665.67,666.03,589872,432
SPY,2025-11-18T08:00:00Z,665.5674,665.67,660.03,662.65,195812,433
SPY,2025-11-18T08:05:00Z,662.63,665.67,662.22,662.699,210212,434
SPY,2025-11-18T08:10:00Z,662.7,665.67,662.34,662.62,33430,435
SPY,2025-11-18T08:15:00Z,662.57,665.67,662.25,662.31,63319,436
SPY,2025-11-18T08:20:00Z,662.3292,662.53,661.96,662.2997,27615,437
SPY,2025-11-18T08:25:00Z,662.3,662.42,662.02,662.159,43483,438
SPY,2025-11-18T08:30:00Z,662.16,663.19,662.07,662.7,55427,439
SPY,2025-11-18T08:35:00Z,662.66,662.7,661.9814,662.4405,35361,440
SPY,2025-11-18T08:40:00Z,662.4111,662.86,662.25,662.25,18055,441
SPY,2025-11-18T08:45:00Z,662.25,665.67,662.07,662.49,23382,442
SPY,2025-11-18T08:50:00Z,662.39,663,662.26,662.9902,19593,443
SPY,2025-11-18T08:55:00Z,663.01,663.151,662.5,662.59,47663,444
SPY,2025-11-18T09:00:00Z,662.55,665.67,662.39,662.62,51230,445
SPY,2025-11-18T09:05:00Z,662.619,662.89,662.42,662.7,46188,446
SPY,2025-11-18T09:10:00Z,662.6995,662.82,662.18,662.48,39133,447
SPY,2025-11-18T09:15:00Z,662.43,662.62,662.13,662.3287,26017,448
SPY,2025-11-18T09:20:00Z,662.34,662.46,662.0595,662.3215,37817,449
SPY,2025-11-18T09:25:00Z,662.31,662.34,661.68,662.1,205299,450
SPY,2025-11-18T09:30:00Z,662.095,664.26,660.955,662.9,4065434,451
SPY,2025-11-18T09:35:00Z,662.9,663.83,662.49,663.14,2402318,452
SPY,2025-11-18T09:40:00Z,663.12,663.455,661.54,661.85,2045574,453
SPY,2025-11-18T09:45:00Z,661.85,663.45,660.749,660.96,2661938,454
SPY,2025-11-18T09:50:00Z,660.97,661.97,659.56,659.79,2647029,455
SPY,2025-11-18T09:55:00Z,659.78,659.89,658.61,658.65,2273443,456
SPY,2025-11-18T10:00:00Z,658.64,659.45,656.96,657.06,2432008,457
SPY,2025-11-18T10:05:00Z,657.05,659.16,656.8,658.88,2719306,458
SPY,2025-11-18T10:10:00Z,658.87,659.46,657.61,658.815,1950254,459
SPY,2025-11-18T10:15:00Z,658.8,658.88,657.07,658.01,1775309,460
SPY,2025-11-18T10:20:00Z,657.97,660.31,657.87,659.31,1962935,461
SPY,2025-11-18T10:25:00Z,659.31,660.29,658.97,659.085,1193555,462
SPY,2025-11-18T10:30:00Z,659.08,660.2,658.39,658.64,3389424,463
SPY,2025-11-18T10:35:00Z,658.69,658.72,657.423,658.37,1827617,464
SPY,2025-11-18T10:40:00Z,658.36,659.03,657.6,658.24,1221439,465
SPY,2025-11-18T10:45:00Z,658.22,658.33,657.6,657.92,1036000,466
SPY,2025-11-18T10:50:00Z,657.93,658.51,657.12,658.0198,1152113,467
SPY,2025-11-18T10:55:00Z,658.03,658.74,657.16,657.22,1025202,468
SPY,2025-11-18T11:00:00Z,657.23,657.61,655.86,656.6297,2054080,469
SPY,2025-11-18T11:05:00Z,656.63,658.42,656.26,658.33,1146728,470
SPY,2025-11-18T11:10:00Z,658.34,659.53,658.22,658.82,1452167,471
SPY,2025-11-18T11:15:00Z,658.82,659.55,658.09,659.3199,1021248,472
SPY,2025-11-18T11:20:00Z,659.22,660.43,659.16,660.21,1106279,473
SPY,2025-11-18T11:25:00Z,660.26,661.87,660.2,661.575,1511796,474
SPY,2025-11-18T11:30:00Z,661.56,662.1513,661.37,661.42,1433451,475
SPY,2025-11-18T11:35:00Z,661.43,662.37,661.15,661.24,1296039,476
SPY,2025-11-18T11:40:00Z,661.22,662.05,660.95,661.9001,740651,477
SPY,2025-11-18T11:45:00Z,661.89,662.29,660.78,661.41,970320,478
SPY,2025-11-18T11:50:00Z,661.43,661.84,660.72,661.33,823103,479
SPY,2025-11-18T11:55:00Z,661.332,662.04,660.88,661.17,537556,480
SPY,2025-11-18T12:00:00Z,661.14,661.86,660.98,661.18,553487,481
SPY,2025-11-18T12:05:00Z,661.17,661.29,660.25,660.6,861098,482
SPY,2025-11-18T12:10:00Z,660.54,661.0199,659.8702,659.93,605083,483
SPY,2025-11-18T12:15:00Z,659.92,660.64,659.56,660.04,954706,484
SPY,2025-11-18T12:20:00Z,660.07,660.89,659.66,659.74,617815,485
SPY,2025-11-18T12:25:00Z,659.74,660.1958,658.56,658.62,845764,486
SPY,2025-11-18T12:30:00Z,658.61,659.05,657.91,658.94,1003961,487
SPY,2025-11-18T12:35:00Z,658.94,661.2,658.8,661.1499,989964,488
SPY,2025-11-18T12:40:00Z,661.13,663.02,661.13,662.8,1308795,489
SPY,2025-11-18T12:45:00Z,662.81,663.28,661.74,663.13,1136778,490
SPY,2025-11-18T12:50:00Z,663.12,663.67,662.38,663.56,868050,491
SPY,2025-11-18T12:55:00Z,663.53,664.375,663.05,663.67,1060901,492
SPY,2025-11-18T13:00:00Z,663.72,664.23,663.32,663.74,939936,493
SPY,2025-11-18T13:05:00Z,663.74,664.4,663.57,663.9,911222,494
SPY,2025-11-18T13:10:00Z,663.91,664.46,663.65,663.81,723893,495
SPY,2025-11-18T13:15:00Z,663.84,664.0922,663.25,664.0099,813915,496
SPY,2025-11-18T13:20:00Z,663.98,664.23,663.1,664.0499,1573262,497
SPY,2025-11-18T13:25:00Z,664.08,664.38,663.26,663.33,563885,498
SPY,2025-11-18T13:30:00Z,663.35,664.61,663.35,664.39,559563,499
SPY,2025-11-18T13:35:00Z,664.39,664.61,663.1,664.02,818916,500
SPY,2025-11-18T13:40:00Z,664.04,665.12,663.47,663.88,1191012,501
SPY,2025-11-18T13:45:00Z,663.865,664.4493,663.58,664.37,828840,502
SPY,2025-11-18T13:50:00Z,664.38,664.94,664.1,664.45,515822,503
SPY,2025-11-18T13:55:00Z,664.43,664.45,662.7,663.01,1159535,504
SPY,2025-11-18T14:00:00Z,663.05,664.23,662.85,663.025,962535,505
SPY,2025-11-18T14:05:00Z,663.04,663.84,662.97,663.71,619109,506
SPY,2025-11-18T14:10:00Z,663.73,664.25,663.19,663.96,567262,507
SPY,2025-11-18T14:15:00Z,663.97,664.09,662.91,664.05,662823,508
SPY,2025-11-18T14:20:00Z,664.05,664.24,662.7,663.07,607369,509
SPY,2025-11-18T14:25:00Z,663.07,663.56,662.57,662.93,685946,510
SPY,2025-11-18T14:30:00Z,662.93,663.18,662.434,662.73,679248,511
SPY,2025-11-18T14:35:00Z,662.76,664.68,662.645,664.6,891499,512
SPY,2025-11-18T14:40:00Z,664.59,664.96,663.2,663.46,1042681,513
SPY,2025-11-18T14:45:00Z,663.47,664.87,663.44,664.12,859943,514
SPY,2025-11-18T14:50:00Z,664.11,664.24,663.195,663.28,902472,515
SPY,2025-11-18T14:55:00Z,663.25,664.48,662.97,664.42,837618,516
SPY,2025-11-18T15:00:00Z,664.43,664.94,663.65,663.715,1326227,517
SPY,2025-11-18T15:05:00Z,663.7,663.79,663.05,663.27,820037,518
SPY,2025-11-18T15:10:00Z,663.24,663.5,662.81,663.1555,836826,519
SPY,2025-11-18T15:15:00Z,663.15,663.52,662.66,662.77,980413,520
SPY,2025-11-18T15:20:00Z,662.77,663.49,662.3834,662.557,776282,521
SPY,2025-11-18T15:25:00Z,662.57,662.58,661.5,662.42,1340232,522
SPY,2025-11-18T15:30:00Z,662.42,662.78,661.65,661.78,1040026,523
SPY,2025-11-18T15:35:00Z,661.79,662.72,661.64,662.39,1268509,524
SPY,2025-11-18T15:40:00Z,662.3899,662.54,661.59,661.65,1133811,525
SPY,2025-11-18T15:45:00Z,661.65,661.92,660.875,660.915,1842300,526
SPY,2025-11-18T15:50:00Z,660.92,662.36,660.88,661.29,3208728,527
SPY,2025-11-18T15:55:00Z,661.29,661.68,660,660.14,7909566,528
SPY,2025-11-18T16:00:00Z,660.16,665.67,658.9195,659.7787,5429214,529
SPY,2025-11-18T16:05:00Z,659.77,665.6142,659.47,659.595,913107,530
SPY,2025-11-18T16:10:00Z,660.08,660.1168,659.55,659.755,1702196,531
SPY,2025-11-18T16:15:00Z,659.72,665.6142,659.4,659.435,389637,532
SPY,2025-11-18T16:20:00Z,660.08,660.08,659.0992,659.3201,145814,533
SPY,2025-11-18T16:25:00Z,659.32,660.08,659.3,659.5,171893,534
SPY,2025-11-18T16:30:00Z,659.47,665.6142,659.24,659.4206,519709,535
SPY,2025-11-18T16:35:00Z,659.42,659.8,659.38,659.6144,42146,536
SPY,2025-11-18T16:40:00Z,659.61,659.65,659.29,659.29,22275,537
SPY,2025-11-18T16:45:00Z,659.26,659.57,659.25,659.339,13460,538
SPY,2025-11-18T16:50:00Z,659.315,659.6,659.27,659.39,14249,539
SPY,2025-11-18T16:55:00Z,659.39,659.4,659,659.18,38380,540
SPY,2025-11-19T08:00:00Z,662.72,663.3337,657.93,662.29,157331,541
SPY,2025-11-19T08:05:00Z,662.25,662.25,660.0762,662.0705,28424,542
SPY,2025-11-19T08:10:00Z,662.08,662.08,661.525,661.6902,26721,543
SPY,2025-11-19T08:15:00Z,661.66,662.1205,660.08,662.01,18662,544
SPY,2025-11-19T08:20:00Z,661.9992,662,661.63,661.89,16594,545
SPY,2025-11-19T08:25:00Z,661.8525,662.36,661.85,662.3315,36074,546
SPY,2025-11-19T08:30:00Z,662.31,662.8,662.17,662.23,72208,547
SPY,2025-11-19T08:35:00Z,662.2087,662.21,661.96,662.1291,22577,548
SPY,2025-11-19T08:40:00Z,662.105,662.23,661.76,662.04,31817,549
SPY,2025-11-19T08:45:00Z,662.06,665.88,660.08,662.13,16620,550
SPY,2025-11-19T08:50:00Z,662.1391,662.21,661.95,661.98,43348,551
SPY,2025-11-19T08:55:00Z,661.96,662.06,661.65,661.7615,42168,552
SPY,2025-11-19T09:00:00Z,661.77,683.38,661.54,661.62,52247,553
SPY,2025-11-19T09:05:00Z,661.61,661.68,660.88,660.8905,79360,554
SPY,2025-11-19T09:10:00Z,660.9405,661.12,660.81,660.87,50519,555
SPY,2025-11-19T09:15:00Z,660.89,661.21,660.89,660.97,44900,556
SPY,2025-11-19T09:20:00Z,660.95,661.23,660.94,661.12,19751,557
SPY,2025-11-19T09:25:00Z,661.09,661.2,660.6495,660.76,71213,558
SPY,2025-11-19T09:30:00Z,660.78,661.61,660.11,661.4,2349877,559
SPY,2025-11-19T09:35:00Z,661.4,662.39,661.3,662.1994,1829881,560
SPY,2025-11-19T09:40:00Z,662.18,663.32,661.72,663.015,1276271,561
SPY,2025-11-19T09:45:00Z,663,663.78,662.68,663.54,1447801,562
SPY,2025-11-19T09:50:00Z,663.54,664.59,662.99,664.51,1247184,563
SPY,2025-11-19T09:55:00Z,664.5,665.84,664.26,665.67,1578627,564
SPY,2025-11-19T10:00:00Z,665.67,666.215,665.42,666.14,1630036,565
SPY,2025-11-19T10:05:00Z,666.15,666.44,665.945,666.18,1397604,566
SPY,2025-11-19T10:10:00Z,666.18,666.76,665.69,666.55,1310881,567
SPY,2025-11-19T10:15:00Z,666.555,667.34,660.8,666.62,1416274,568
SPY,2025-11-19T10:20:00Z,666.61,667.04,666.09,666.5859,1017531,569
SPY,2025-11-19T10:25:00Z,666.58,666.66,665.91,666.25,1271468,570
SPY,2025-11-19T10:30:00Z,666.27,666.5545,665.855,666.16,993736,571
SPY,2025-11-19T10:35:00Z,666.16,666.32,665.53,665.64,813638,572
SPY,2025-11-19T10:40:00Z,665.64,665.75,665.08,665.52,781119,573
SPY,2025-11-19T10:45:00Z,665.52,665.52,664.69,664.71,836270,574
SPY,2025-11-19T10:50:00Z,664.71,664.71,663.7,664.03,1120632,575
SPY,2025-11-19T10:55:00Z,664.04,664.06,662.6,662.97,1395312,576
SPY,2025-11-19T11:00:00Z,662.9603,663.53,662.76,663.05,1486273,577
SPY,2025-11-19T11:05:00Z,663.03,663.28,662.048,662.42,1239010,578
SPY,2025-11-19T11:10:00Z,662.41,662.53,661.88,662.29,866169,579
SPY,2025-11-19T11:15:00Z,662.29,662.67,662.04,662.4195,976473,580
SPY,2025-11-19T11:20:00Z,662.4,663.13,661.57,661.641,1208286,581
SPY,2025-11-19T11:25:00Z,661.65,662.42,661.28,662.01,1026952,582
SPY,2025-11-19T11:30:00Z,662.02,662.3,661.62,662,633101,583
SPY,2025-11-19T11:35:00Z,661.99,662.03,660.99,661.2399,697348,584
SPY,2025-11-19T11:40:00Z,661.225,661.99,660.78,661.62,1031012,585
SPY,2025-11-19T11:45:00Z,661.61,662.0899,661.03,661.35,1042247,586
SPY,2025-11-19T11:50:00Z,661.31,662.0199,661.048,661.8244,683821,587
SPY,2025-11-19T11:55:00Z,661.83,662.5897,661.36,662.515,861731,588
SPY,2025-11-19T12:00:00Z,662.5,662.98,661.06,661.07,996816,589
SPY,2025-11-19T12:05:00Z,661.08,661.6055,660.585,661.03,956718,590
SPY,2025-11-19T12:10:00Z,661.0101,661.27,660.5,660.77,617088,591
SPY,2025-11-19T12:15:00Z,660.76,661.46,660.62,660.84,596098,592
SPY,2025-11-19T12:20:00Z,660.84,661.44,660.58,660.89,553447,593
SPY,2025-11-19T12:25:00Z,660.92,661.46,660.23,661.17,962591,594
SPY,2025-11-19T12:30:00Z,661.18,661.37,660.01,660.16,923229,595
SPY,2025-11-19T12:35:00Z,660.16,660.17,658.745,659.1,1580441,596
SPY,2025-11-19T12:40:00Z,659.08,661.55,658.76,661.03,1592858,597
SPY,2025-11-19T12:45:00Z,661.01,661.26,659.97,660.55,862395,598
SPY,2025-11-19T12:50:00Z,660.52,661.7,660.41,661.42,734183,599
SPY,2025-11-19T12:55:00Z,661.41,661.93,661.04,661.36,693298,600
SPY,2025-11-19T13:00:00Z,661.34,662.15,661.06,662.08,593550,601
SPY,2025-11-19T13:05:00Z,662.05,662.21,661.14,661.995,809139,602
SPY,2025-11-19T13:10:00Z,662.01,662.62,661.5501,662.26,877437,603
SPY,2025-11-19T13:15:00Z,662.28,662.4701,661.16,661.555,716560,604
SPY,2025-11-19T13:20:00Z,661.55,662.56,661.52,662.195,706015,605
SPY,2025-11-19T13:25:00Z,662.195,662.4722,660.94,661.0201,1047548,606
SPY,2025-11-19T13:30:00Z,661.01,661.74,660.82,661.64,777476,607
SPY,2025-11-19T13:35:00Z,661.66,663.33,661.53,662.62,1179098,608
SPY,2025-11-19T13:40:00Z,662.62,662.78,661.31,661.59,905983,609
SPY,2025-11-19T13:45:00Z,661.6,661.67,660.76,661.02,582820,610
SPY,2025-11-19T13:50:00Z,661.05,662.41,661.04,662.32,695709,611
SPY,2025-11-19T13:55:00Z,662.31,662.98,662.18,662.5292,737548,612
SPY,2025-11-19T14:00:00Z,662.55,662.79,661.68,661.95,1323972,613
SPY,2025-11-19T14:05:00Z,661.93,662.17,661.49,661.77,893411,614
SPY,2025-11-19T14:10:00Z,661.75,661.85,661.22,661.83,637524,615
SPY,2025-11-19T14:15:00Z,661.8,662.0356,660.97,661.26,541034,616
SPY,2025-11-19T14:20:00Z,661.2606,661.38,660.69,660.94,493228,617
SPY,2025-11-19T14:25:00Z,660.93,660.93,659.48,659.8,978298,618
SPY,2025-11-19T14:30:00Z,659.79,660.31,659.45,659.83,743402,619
SPY,2025-11-19T14:35:00Z,659.88,660.179,659.37,659.49,590561,620
SPY,2025-11-19T14:40:00Z,659.49,659.95,659.33,659.7356,608332,621
SPY,2025-11-19T14:45:00Z,659.74,660.03,659.37,659.945,851986,622
SPY,2025-11-19T14:50:00Z,659.94,661.51,659.93,661.4498,832416,623
SPY,2025-11-19T14:55:00Z,661.42,662.01,660.78,661.25,937959,624
SPY,2025-11-19T15:00:00Z,661.25,661.77,661,661.63,712681,625
SPY,2025-11-19T15:05:00Z,661.59,661.898,661.47,661.75,600182,626
SPY,2025-11-19T15:10:00Z,661.75,662.42,661.65,662.31,774053,627
SPY,2025-11-19T15:15:00Z,662.33,664.2,662.33,664.02,1371465,628
SPY,2025-11-19T15:20:00Z,664.02,664.4,662.86,663.39,1719352,629
SPY,2025-11-19T15:25:00Z,663.4,663.74,662.99,663.5,810046,630
SPY,2025-11-19T15:30:00Z,663.5,663.66,662.96,663.4388,1034637,631
SPY,2025-11-19T15:35:00Z,663.44,664.76,663.4,663.99,1469105,632
SPY,2025-11-19T15:40:00Z,664.01,664.07,663.0666,663.625,1118386,633
SPY,2025-11-19T15:45:00Z,663.6,663.66,662.055,662.1,1569246,634
SPY,2025-11-19T15:50:00Z,662.1,663.28,661.74,663,2224403,635
SPY,2025-11-19T15:55:00Z,663.01,663.58,662.35,662.65,3153005,636
SPY,2025-11-19T16:00:00Z,662.65,662.88,661.7,662.38,2472382,637
SPY,2025-11-19T16:05:00Z,662.45,662.8,660.08,662.71,420854,638
SPY,2025-11-19T16:10:00Z,662.63,662.94,662.1017,662.84,5113715,639
SPY,2025-11-19T16:15:00Z,662.63,663.02,661.53,663.02,1334541,640
SPY,2025-11-19T16:20:00Z,663.01,666,660.1471,664.37,933162,641
SPY,2025-11-19T16:25:00Z,664.38,664.8,663.84,664.61,301226,642
SPY,2025-11-19T16:30:00Z,664.6407,666.36,664.6407,666.01,308194,643
SPY,2025-11-19T16:35:00Z,666.01,666.03,660.1471,665.37,363062,644
SPY,2025-11-19T16:40:00Z,665.34,666.77,660.1471,666.72,407636,645
SPY,2025-11-19T16:45:00Z,666.72,666.8,652.8542,666.37,97872,646
SPY,2025-11-19T16:50:00Z,666.37,666.48,627.1194,665.8999,78824,647
SPY,2025-11-19T16:55:00Z,665.9,666.26,633.3965,666.01,63935,648
SPY,2025-11-20T08:00:00Z,669.95,672.07,657.2385,671.3087,138803,649
SPY,2025-11-20T08:05:00Z,671.27,671.5,662.63,671.16,46569,650
SPY,2025-11-20T08:10:00Z,671.14,671.2,662.63,671.2,111764,651
SPY,2025-11-20T08:15:00Z,671.19,671.35,670.6,670.65,120887,652
SPY,2025-11-20T08:20:00Z,670.7,670.79,670.29,670.49,124467,653
SPY,2025-11-20T08:25:00Z,670.5,670.75,662.63,670.565,40630,654
SPY,2025-11-20T08:30:00Z,670.68,673.02,670.44,671.85,341784,655
SPY,2025-11-20T08:35:00Z,671.88,672.43,671.7,671.92,125453,656
SPY,2025-11-20T08:40:00Z,671.93,672.48,671.67,672.26,82598,657
SPY,2025-11-20T08:45:00Z,672.28,673.18,662.63,673.12,83034,658
SPY,2025-11-20T08:50:00Z,673.14,673.68,672.99,673.48,137376,659
SPY,2025-11-20T08:55:00Z,673.485,673.5,673.01,673.17,78984,660
SPY,2025-11-20T09:00:00Z,673.22,673.62,673.11,673.33,51420,661
SPY,2025-11-20T09:05:00Z,673.34,673.39,672.7695,672.96,63380,662
SPY,2025-11-20T09:10:00Z,672.95,673,672.63,672.86,37406,663
SPY,2025-11-20T09:15:00Z,672.85,673.37,672.6,673.24,50290,664
SPY,2025-11-20T09:20:00Z,673.22,673.38,672.85,672.9599,40223,665
SPY,2025-11-20T09:25:00Z,672.97,673.34,672.7997,672.91,105159,666
SPY,2025-11-20T09:30:00Z,672.91,673.865,672.47,673.33,3879268,667
SPY,2025-11-20T09:35:00Z,673.35,674,673.11,673.66,2187914,668
SPY,2025-11-20T09:40:00Z,673.66,674.15,672.69,673.635,1988438,669
SPY,2025-11-20T09:45:00Z,673.62,674.7,672.96,674.1,1902456,670
SPY,2025-11-20T09:50:00Z,674.1,674.62,673.92,674.2,1388198,671
SPY,2025-11-20T09:55:00Z,674.24,675.02,674.09,674.91,1219360,672
SPY,2025-11-20T10:00:00Z,674.92,675.41,674.66,674.9574,1335645,673
SPY,2025-11-20T10:05:00Z,674.95,674.97,673.1,673.28,1438206,674
SPY,2025-11-20T10:10:00Z,673.27,673.86,672.79,673.17,1406682,675
SPY,2025-11-20T10:15:00Z,673.18,674.22,672.8169,674,1306375,676
SPY,2025-11-20T10:20:00Z,674.03,674.92,673.59,674.75,1061356,677
SPY,2025-11-20T10:25:00Z,674.755,675.0155,674.38,674.83,1074440,678
SPY,2025-11-20T10:30:00Z,674.83,675.2001,674.31,674.655,933197,679
SPY,2025-11-20T10:35:00Z,674.65,675.56,674.58,675.2999,901271,680
SPY,2025-11-20T10:40:00Z,675.29,675.435,674.83,675.235,647065,681
SPY,2025-11-20T10:45:00Z,675.23,675.32,674.01,674.09,1701870,682
SPY,2025-11-20T10:50:00Z,674.095,674.32,673.37,673.38,816412,683
SPY,2025-11-20T10:55:00Z,673.38,673.64,672.74,672.76,1109680,684
SPY,2025-11-20T11:00:00Z,672.78,672.82,671.64,671.7,1474205,685
SPY,2025-11-20T11:05:00Z,671.68,672.2,671.02,671.08,1739174,686
